SigaaID,Matricula,CursoId,Periodo
11048,350800212,44,12
11049,339722821,27,1
11050,290131019,33,6
11051,604504836,44,5
11052,571659753,29,9
11053,166039891,6,6
11054,781139830,43,7
11055,940978485,21,10
11056,624624687,8,6
11057,221242747,34,9
11058,792473387,7,3
11059,513023651,11,5
11060,481355565,43,3
11061,289808109,31,8
11062,346590989,31,6
11063,918879158,10,11
11064,252101836,19,5
11065,427781882,29,8
11066,740696433,38,11
11067,15075545,13,4
11068,253148543,43,5
11069,541716182,13,4
11070,775038218,10,11
11071,85665132,2,1
11072,774404207,24,3
11073,968380857,6,5
11074,807851506,2,12
11075,287829260,1,8
11076,485173135,7,1
11077,877601545,11,5
11078,95316593,31,5
11079,980374814,35,8
11080,546862778,27,4
11081,685499018,10,12
11082,699410303,15,6
11083,573455521,9,8
11084,16086341,13,5
11085,169094115,17,10
11086,54153451,25,11
11087,935834485,6,6
11088,111994147,40,12
11089,708796366,34,3
11090,66370323,24,9
11091,628783254,4,2
11092,458224647,30,1
11093,176551918,13,4
11094,260634075,4,2
11095,764670802,31,3
11096,100386306,37,8
11097,335795238,31,7
11098,247824106,1,8
11099,258904992,6,7
11100,754888322,10,11
11101,332290381,21,6
11102,130988413,38,10
11103,843338256,23,11
11104,220624397,31,6
11105,31494035,31,8
11106,742236679,7,1
11107,999645141,22,4
11108,375947404,3,9
11109,497069584,27,1
11110,730285751,7,5
11111,827821985,8,8
11112,878725794,42,8
11113,107886196,27,5
11114,510794029,28,4
11115,845906377,2,4
11116,741011546,20,11
11117,875750337,40,5
11118,247626150,44,12
11119,757241583,11,7
11120,429004910,43,6
11121,22499726,33,2
11122,635995704,1,4
11123,496005596,26,8
11124,787866162,4,10
11125,210324069,10,6
11126,671806587,23,5
11127,945809728,27,5
11128,35523532,29,12
11129,501523468,8,1
11130,266117667,5,7
11131,301718795,15,6
11132,93502023,25,9
11133,292920010,40,2
11134,78814777,24,8
11135,383165690,22,1
11136,747784369,6,8
11137,546305987,13,6
11138,811136686,12,7
11139,713817989,8,10
11140,108202297,22,11
11141,693865580,5,6
11142,640998521,30,1
11143,325929135,15,12
11144,704484634,38,9
11145,594726795,28,3
11146,248912053,42,8
11147,945765674,35,7
11148,48902959,6,6
11149,37445256,41,8
11150,196867824,12,12
11151,931878614,36,9
11152,634567610,37,1
11153,390896883,15,11
11154,641122591,34,2
11155,316173658,36,4
11156,412643939,15,3
11157,761371998,16,2
11158,548271872,14,6
11159,12604707,28,4
11160,983497691,19,8
11161,108499340,23,8
11162,901789330,31,6
11163,648222151,27,10
11164,631807266,33,8
11165,371968391,5,6
11166,688627865,32,4
11167,951373221,3,8
11168,573309626,3,9
11169,412331125,38,1
11170,586412108,15,5
11171,157477807,28,11
11172,399361054,21,2
11173,237015081,17,12
11174,125224003,11,9
11175,483061460,37,12
11176,247296755,8,2
11177,878041691,9,9
11178,303040627,18,11
11179,975455962,30,1
11180,874659098,4,10
11181,61703698,8,9
11182,314571724,27,9
11183,564435359,11,4
11184,449577018,22,2
11185,441330051,24,2
11186,117952374,12,2
11187,543189595,38,12
11188,761901614,20,5
11189,329690753,22,3
11190,471861162,29,12
11191,924520766,9,7
11192,462281884,35,7
11193,446737900,24,12
11194,884358776,36,8
11195,725136125,26,3
11196,903083315,36,8
11197,302179357,38,8
11198,628826974,4,4
11199,8289763,20,10
11200,781711292,35,4
11201,980086540,27,7
11202,520367845,38,4
11203,323142301,35,9
11204,236653314,29,10
11205,796228737,3,2
11206,784574755,22,8
11207,455591820,3,4
11208,656320309,6,10
11209,165104173,18,1
11210,719025352,19,7
11211,852537320,38,5
11212,539731517,5,12
11213,835407120,37,6
11214,96469181,4,11
11215,562521524,39,4
11216,307502052,14,2
11217,428618132,18,11
11218,527146033,25,2
11219,160376475,6,5
11220,59872377,29,2
11221,962547005,19,12
11222,656114247,16,11
11223,451170660,35,12
11224,69147347,36,7
11225,193806803,28,1
11226,593598448,14,10
11227,785077321,37,8
11228,917433662,24,4
11229,706230122,30,12
11230,149281859,39,3
11231,316864312,9,8
11232,656619928,6,4
11233,296052427,25,12
11234,853188100,10,8
11235,201939863,2,4
11236,105778294,37,8
11237,134061425,16,12
11238,532011631,16,12
11239,109344114,14,10
11240,731276945,11,10
11241,439949441,37,4
11242,395095778,8,5
11243,187559710,38,9
11244,154952757,11,4
11245,936092746,12,12
11246,401104461,22,9
11247,800261070,44,5
11248,69477481,42,2
11249,888197199,41,4
11250,72358528,11,11
11251,959503613,28,2
11252,821446747,12,3
11253,8164173,41,1
11254,730912220,42,11
11255,952846806,9,5
11256,175722936,18,7
11257,11331028,43,3
11258,659353680,32,9
11259,219075428,20,2
11260,614690346,13,9
11261,422218437,40,7
11262,13918309,26,2
11263,289023564,33,10
11264,974525565,14,2
11265,302277240,35,8
11266,411837001,13,10
11267,890796405,26,11
11268,938535477,16,4
11269,520553521,40,2
11270,126778373,18,2
11271,54690499,30,4
11272,618661199,40,5
11273,883676831,23,1
11274,932811737,16,9
11275,64910510,43,1
11276,346545458,25,9
11277,108135758,38,9
11278,299931651,11,11
11279,548494099,8,1
11280,162421752,27,2
11281,742224794,42,6
11282,911589155,8,10
11283,569406460,25,10
11284,936875825,43,12
11285,30007717,1,3
11286,691925665,1,11
11287,629130304,34,3
11288,200193811,16,2
11289,752307180,12,10
11290,372435936,30,6
11291,324374141,12,8
11292,843810465,35,10
11293,798782527,43,9
11294,917087100,30,12
11295,646430046,23,5
11296,14079762,38,4
11297,16986757,2,2
11298,37910475,28,10
11299,74359382,21,4
11300,785354371,9,3
11301,164215335,6,4
11302,503093999,37,9
11303,834618035,30,2
11304,730560713,31,8
11305,122322246,19,12
11306,527429240,19,4
11307,11173165,13,9
11308,496485544,41,4
11309,689863374,27,2
11310,456141762,36,11
11311,291870666,1,1
11312,591683976,40,10
11313,612853783,43,9
11314,850703670,1,3
11315,150173197,5,12
11316,209973651,28,8
11317,736210333,30,8
11318,996008858,27,2
11319,46328637,23,5
11320,114802450,27,11
11321,684764122,9,5
11322,838919268,8,12
11323,449026941,38,11
11324,407411692,7,7
11325,304639343,27,4
11326,696418293,37,11
11327,210034215,3,9
11328,727789526,25,12
11329,534550723,19,1
11330,834395157,30,6
11331,56641241,32,1
11332,220126963,27,2
11333,732116896,39,5
11334,687531729,11,7
11335,228149247,41,1
11336,720906934,11,7
11337,63711122,10,3
11338,838241664,4,11
11339,297149450,8,9
11340,617545381,37,9
11341,685179305,11,4
11342,978724632,24,5
11343,15635840,35,6
11344,729234697,13,1
11345,555030481,36,8
11346,410643497,34,11
11347,75646563,28,5
11348,285789520,40,12
11349,891396789,7,12
11350,915559660,6,3
11351,571604424,4,5
11352,520269134,1,9
11353,188940692,2,5
11354,602205471,18,1
11355,751395743,27,3
11356,110986688,1,5
11357,895391422,42,3
11358,467153151,14,10
11359,524612785,26,2
11360,868604366,19,5
11361,542335682,5,7
11362,717174723,30,4
11363,18439078,7,1
11364,870718876,19,2
11365,186391895,1,12
11366,101771085,31,1
11367,496436885,20,4
11368,894465382,31,7
11369,673265796,8,1
11370,257169906,37,1
11371,243190294,28,8
11372,477258378,41,1
11373,250895089,9,1
11374,112903354,39,4
11375,679091601,19,10
11376,541232270,26,9
11377,520153985,5,9
11378,952241049,15,2
11379,610119146,12,6
11380,227850925,37,8
11381,191669254,24,3
11382,681534667,33,1
11383,68247696,12,9
11384,614076785,6,1
11385,611267681,44,10
11386,151966383,12,7
11387,221399133,10,12
11388,742904017,33,7
11389,567744949,17,10
11390,974751182,33,4
11391,532861327,10,3
11392,289904105,2,2
11393,897505820,38,3
11394,68584135,36,12
11395,578243988,31,5
11396,83748735,1,4
11397,185056125,25,12
11398,418417817,9,9
11399,755442243,13,3
11400,261377589,16,6
11401,33832380,19,7
11402,276387417,3,11
11403,807161968,22,8
11404,573715334,43,4
11405,356810363,34,8
11406,118883997,40,9
11407,914000926,17,3
11408,129585498,27,5
11409,192984988,43,11
11410,824134546,11,12
11411,794516050,25,9
11412,681272761,31,2
11413,703666108,44,11
11414,44420515,1,10
11415,480056514,19,7
11416,197946036,31,9
11417,461136861,9,3
11418,712291511,30,2
11419,319151025,43,1
11420,854472582,27,6
11421,894425729,25,2
11422,314007615,29,5
11423,2667762,18,2
11424,572010708,6,5
11425,707196568,9,7
11426,319926731,17,5
11427,653175825,13,9
11428,369887010,26,4
11429,953549412,29,11
11430,239794652,2,3
11431,513537694,10,4
11432,613454996,28,10
11433,9729845,9,8
11434,617435261,12,6
11435,295544543,33,10
11436,147740999,34,11
11437,769886662,10,10
11438,629668729,30,3
11439,844231157,40,7
11440,966618643,17,10
11441,524648523,37,5
11442,585655066,32,9
11443,662962282,33,11
11444,282270336,22,5
11445,29680190,36,2
11446,207545324,24,2
11447,712636627,13,5
11448,728777803,31,10
11449,739131857,28,1
11450,817780119,30,3
11451,194161853,1,7
11452,437525341,10,9
11453,662462567,20,11
11454,696559840,12,6
11455,500551825,8,7
11456,601820537,9,3
11457,735607667,41,12
11458,309178545,3,1
11459,711439660,5,5
11460,932103056,24,9
11461,447129445,23,11
11462,150658546,9,11
11463,336044323,9,11
11464,764732929,42,7
11465,148510021,16,11
11466,89301472,31,3
11467,710763405,39,2
11468,447779263,8,12
11469,917947452,38,10
11470,631260447,19,12
11471,952694983,18,3
11472,397103695,13,3
11473,230766561,25,3
11474,609352222,15,5
11475,364326598,15,12
11476,239772310,6,11
11477,33214918,2,3
11478,898016349,15,2
11479,822604987,37,11
11480,132459201,27,10
11481,944689569,11,8
11482,278650892,41,1
11483,776214792,25,12
11484,670718134,27,9
11485,806743099,37,7
11486,90799132,21,11
11487,225866096,24,4
11488,997977300,23,10
11489,342671818,23,6
11490,162661309,18,3
11491,362518961,28,4
11492,270870046,11,4
11493,524683079,30,5
11494,387867081,24,6
11495,620554070,30,4
11496,846444583,23,5
11497,855777225,31,2
11498,670567093,44,4
11499,653023458,17,3
11500,6724046,43,11
11501,999037496,19,5
11502,818153183,8,11
11503,866928594,14,3
11504,72456167,16,2
11505,917971898,42,10
11506,106150618,21,4
11507,46183363,27,2
11508,478341201,12,12
11509,223718710,28,2
11510,943023170,12,3
11511,461856913,44,10
11512,68014017,24,12
11513,365950018,11,5
11514,478729440,29,3
11515,989464761,16,11
11516,883485185,24,8
11517,706741429,16,5
11518,74101420,32,4
11519,649310794,39,8
11520,423840705,41,4
11521,505848514,7,10
11522,962334119,43,6
11523,685300801,25,4
11524,907492190,37,9
11525,886136216,22,6
11526,595564427,16,2
11527,951733230,26,3
11528,566802814,36,5
11529,293853430,4,1
11530,889960894,33,2
11531,61624018,29,3
11532,586456528,2,9
11533,398505889,31,5
11534,174215645,1,9
11535,685102944,20,11
11536,378504910,28,9
11537,887310529,7,9
11538,981499808,22,3
11539,222013721,7,12
11540,486643707,40,3
11541,542257316,40,9
11542,301108166,10,9
11543,378343826,33,7
11544,736002950,9,7
11545,359441225,27,2
11546,405052337,43,3
11547,807931919,29,12
11548,674642745,2,7
11549,720818403,30,5
11550,319237461,16,11
11551,553096298,25,8
11552,682924979,13,10
11553,953359324,26,5
11554,13858220,15,1
11555,970808916,15,6
11556,287505215,9,9
11557,293887618,20,5
11558,808582061,24,1
11559,415849774,40,4
11560,432620895,37,2
11561,810345175,35,1
11562,518608948,12,11
11563,475541782,7,3
11564,705207579,11,10
11565,827932436,12,4
11566,843453443,24,6
11567,50036980,16,11
11568,559740064,38,1
11569,518915594,14,1
11570,465718762,33,10
11571,358584255,18,9
11572,500724529,26,6
11573,951562720,11,8
11574,427307684,43,11
11575,247149524,10,9
11576,348349016,12,3
11577,524671064,16,11
11578,786366842,9,6
11579,500885931,16,8
11580,109135731,11,12
11581,478376579,34,5
11582,38696825,10,11
11583,897878607,6,12
11584,860426771,35,11
11585,720588575,38,12
11586,148564038,17,7
11587,459180967,21,12
11588,14499247,33,8
11589,665242383,18,8
11590,897872635,35,12
11591,26420806,18,7
11592,53251077,33,9
11593,179645858,2,12
11594,473993170,9,1
11595,381197625,12,5
11596,151339507,15,9
11597,261629701,41,2
11598,109745130,28,12
11599,372862928,5,10
11600,592962296,25,8
11601,746219365,23,5
11602,549621461,31,11
11603,868527833,13,2
11604,844201911,36,12
11605,872277227,42,9
11606,4488021,26,11
11607,513279,32,4
11608,514048849,37,3
11609,123506226,1,10
11610,609785541,31,1
11611,945764469,36,4
11612,725940650,31,12
11613,895709237,11,11
11614,815387695,42,10
11615,608851413,8,9
11616,388734447,4,4
11617,574340143,19,5
11618,287992089,17,10
11619,895609296,25,2
11620,250097004,30,4
11621,758336963,38,9
11622,261216133,12,11
11623,356343760,6,11
11624,709296544,43,3
11625,936967162,10,10
11626,205032662,31,12
11627,97801012,44,2
11628,692403698,19,3
11629,250875119,22,10
11630,93247332,42,3
11631,333580644,28,2
11632,405107433,10,8
11633,983578756,17,9
11634,33043558,35,10
11635,32938983,38,10
11636,786990280,9,3
11637,602176340,44,1
11638,220559361,41,5
11639,53638527,25,10
11640,308631300,12,5
11641,261904324,33,8
11642,53062731,43,2
11643,500325538,10,1
11644,832482420,13,11
11645,366283295,38,2
11646,569722095,33,2
11647,933691424,22,9
11648,166582244,3,5
11649,206342193,1,10
11650,250686449,30,4
11651,151141221,19,10
11652,774482238,13,6
11653,437327573,30,2
11654,388195488,22,1
11655,408692771,11,11
11656,49891564,39,4
11657,733823112,43,7
11658,775212305,22,6
11659,394074992,38,3
11660,274682606,22,12
11661,559599607,5,1
11662,334811238,44,6
11663,228488753,6,7
11664,709091483,5,4
11665,15973732,19,10
11666,321408265,35,3
11667,87196803,10,7
11668,718703158,32,5
11669,309143335,44,12
11670,35477203,38,2
11671,473801147,43,7
11672,602397912,15,2
11673,303478743,16,8
11674,228469508,37,2
11675,126756044,23,7
11676,30484845,2,8
11677,448109807,23,9
11678,892262219,30,6
11679,527827831,30,1
11680,802206544,11,5
11681,820470215,38,1
11682,405125091,11,6
11683,41358159,19,11
11684,557515562,30,2
11685,540415075,29,12
11686,21195623,42,1
11687,419993040,34,12
11688,227454511,10,11
11689,115759279,13,11
11690,968340112,43,2
11691,917937168,38,5
11692,205171855,6,5
11693,682887530,44,2
11694,5273385,33,3
11695,6926777,2,7
11696,623675410,40,1
11697,299337491,8,3
11698,643829631,16,10
11699,115411046,7,10
11700,649246235,12,7
11701,343331889,30,9
11702,385355589,11,12
11703,840788726,31,12
11704,637431703,5,6
11705,430745599,16,10
11706,247564759,2,10
11707,21283919,23,9
11708,155344677,43,8
11709,473298933,42,7
11710,958901067,41,2
11711,618937213,40,1
11712,73197352,24,12
11713,204037306,20,5
11714,42291922,28,8
11715,50841094,22,11
11716,258775852,26,3
11717,441525544,13,10
11718,841365384,37,9
11719,779680271,26,5
11720,111423756,24,11
11721,132446745,5,4
11722,662246026,12,12
11723,376056074,9,3
11724,965724377,26,4
11725,500301309,3,7
11726,699922997,8,12
11727,907686292,34,12
11728,462294556,7,12
11729,256365368,28,7
11730,689741770,41,6
11731,527265004,3,6
11732,923178000,18,7
11733,570817756,9,2
11734,430871195,27,4
11735,679207566,21,8
11736,173509779,22,6
11737,577186522,30,4
11738,194418153,25,12
11739,845886397,20,1
11740,825829226,30,8
11741,756014108,24,4
11742,863786036,13,12
11743,95193668,33,3
11744,544805242,23,8
11745,802025621,14,11
11746,81536887,23,3
11747,462702711,6,10
11748,66145573,18,3
11749,305767482,24,5
11750,25265895,14,7
11751,433119786,9,3
11752,166149812,6,7
11753,469779515,13,1
11754,136381630,20,7
11755,212203455,29,2
11756,381832190,5,3
11757,168431815,19,1
11758,863613125,38,8
11759,226435149,3,9
11760,464985906,6,2
11761,997684046,35,12
11762,126810132,39,4
11763,190709423,4,9
11764,335448415,10,7
11765,820545574,2,7
11766,532344401,3,10
11767,325324807,17,3
11768,482434248,20,2
11769,759393937,4,3
11770,165918438,41,3
11771,566331949,36,1
11772,21064062,41,9
11773,83047713,10,2
11774,540859414,23,2
11775,223422489,43,11
11776,345590287,15,10
11777,366700695,20,5
11778,13482254,30,4
11779,793648060,18,5
11780,758372480,29,1
11781,34709248,19,10
11782,6899075,2,3
11783,978749922,33,2
11784,611677661,6,4
11785,178744203,17,4
11786,934006009,43,7
11787,919151625,7,5
11788,289411786,41,7
11789,254753384,23,8
11790,701652030,30,3
11791,808634037,2,7
11792,222395232,14,4
11793,904093542,31,3
11794,849959124,37,9
11795,177968418,36,2
11796,179929930,24,8
11797,200470077,39,11
11798,697646544,13,1
11799,962407407,26,5
11800,101953266,40,7
11801,186787431,6,12
11802,806945680,7,12
11803,355871910,24,4
11804,95398413,27,5
11805,381414885,33,4
11806,383178309,10,3
11807,31819269,39,9
11808,143606804,37,6
11809,817787132,31,3
11810,663376944,29,10
11811,202031983,18,7
11812,368467456,25,1
11813,501981037,13,4
11814,356741577,8,5
11815,562525277,1,4
11816,538051714,21,6
11817,897406990,11,9
11818,650448008,32,8
11819,958261876,9,3
11820,364019229,2,7
11821,134121529,27,5
11822,884830160,22,4
11823,92388238,21,11
11824,746375162,8,4
11825,330882047,34,1
11826,572912160,23,9
11827,628849313,35,4
11828,680822102,26,12
11829,79491239,24,6
11830,277482075,19,5
11831,471104208,35,2
11832,546106606,19,6
11833,141636476,31,7
11834,335708632,27,8
11835,67565069,41,2
11836,934037937,24,8
11837,52540001,12,10
11838,957255191,37,8
11839,650468492,8,6
11840,367972387,12,4
11841,609385200,11,6
11842,216033166,3,8
11843,389380801,39,1
11844,198368594,5,6
11845,91419012,35,2
11846,785590554,32,6
11847,854745153,26,11
11848,661015597,24,9
11849,408351667,35,9
11850,594833985,13,9
11851,483111359,23,2
11852,623938870,18,6
11853,165285946,25,1
11854,476693055,9,3
11855,412668769,9,9
11856,677234959,21,2
11857,287686326,33,4
11858,696191768,44,11
11859,94916602,31,7
11860,778724280,26,7
11861,889289357,26,1
11862,133394625,21,2
11863,537503166,36,6
11864,184342191,19,11
11865,279265202,34,4
11866,271214109,8,5
11867,943272204,37,6
11868,895394695,22,9
11869,52737475,41,1
11870,826082261,24,9
11871,159671826,32,10
11872,287059133,39,4
11873,500562138,28,11
11874,986634889,1,9
11875,217902855,25,11
11876,793123747,33,5
11877,400928111,34,11
11878,436382754,7,12
11879,343841415,35,8
11880,527089,37,8
11881,401666948,34,6
11882,43789985,36,6
11883,928143970,8,3
11884,957045057,36,1
11885,339242929,19,12
11886,93422044,39,10
11887,903334211,41,2
11888,558264776,17,3
11889,475353993,2,7
11890,636667980,13,8
11891,997533312,25,4
11892,289789977,18,2
11893,265026348,23,7
11894,554579080,17,4
11895,506141322,39,2
11896,520572115,34,9
11897,493952682,6,2
11898,381702454,42,5
11899,495641801,33,10
11900,220160561,2,8
11901,336956041,7,3
11902,288119365,7,7
11903,717115545,38,7
11904,804003822,15,6
11905,531767269,6,8
11906,550012937,41,1
11907,296333451,25,9
11908,748081089,28,5
11909,35852912,16,6
11910,343061705,37,3
11911,163772741,35,6
11912,327533875,15,8
11913,504960247,9,9
11914,126370215,39,6
11915,227505342,23,4
11916,301784316,42,11
11917,716102025,6,4
11918,613942242,25,2
11919,514304914,17,6
11920,895436958,17,11
11921,971031736,15,1
11922,366853796,28,12
11923,541101029,37,10
11924,904438429,1,6
11925,581798549,31,9
11926,118388370,9,9
11927,599740895,41,8
11928,866005210,18,5
11929,99052744,42,4
11930,53533804,2,2
11931,407660926,44,8
11932,902600638,44,1
11933,66664059,28,6
11934,485483736,8,4
11935,781510102,15,6
11936,44816452,40,1
11937,108248200,25,12
11938,299230320,37,7
11939,387567717,43,1
11940,867934741,40,3
11941,779936253,28,1
11942,982764662,14,5
11943,833956764,40,5
11944,253663039,35,9
11945,306671323,20,10
11946,948295075,26,8
11947,848216969,22,9
11948,856782837,31,8
11949,129667287,14,9
11950,100173473,26,6
11951,339764331,33,1
11952,757648695,39,11
11953,91456870,26,4
11954,792038555,13,10
11955,719674407,32,11
11956,245049138,44,11
11957,11994636,5,4
11958,22371485,23,1
11959,157766074,29,3
11960,374019922,5,8
11961,509128012,13,7
11962,895955247,4,4
11963,677624529,26,8
11964,555343746,30,1
11965,354054385,22,4
11966,330922821,38,8
11967,19887810,38,12
11968,960610283,27,4
11969,139204120,41,2
11970,79351227,2,7
11971,569896880,40,5
11972,581905787,17,2
11973,789415535,28,7
11974,644268786,24,2
11975,793645752,35,5
11976,966196909,20,3
11977,598373439,26,6
11978,884606347,36,7
11979,770874500,16,2
11980,58252221,37,1
11981,909984133,10,2
11982,644828471,16,1
11983,518435431,20,9
11984,715954186,36,10
11985,955436146,32,4
11986,348705921,40,7
11987,671173186,36,10
11988,657784208,32,4
11989,411656791,34,1
11990,44002318,16,1
11991,51143498,32,2
11992,592957112,32,9
11993,786545039,5,7
11994,942908821,7,5
11995,429936265,28,6
11996,54929463,17,5
11997,16682592,7,11
11998,37433381,40,6
11999,426012371,2,9
12000,559455817,10,10
12001,53994036,26,4
12002,548930764,21,10
12003,508701094,6,9
12004,349962831,23,9
12005,799475351,12,4
12006,420875077,30,12
12007,780179873,10,10
12008,181428313,38,2
12009,836784646,13,7
12010,446344762,41,7
12011,996295206,22,12
12012,985756059,39,9
12013,240281536,4,6
12014,489304746,16,7
12015,533940035,40,7
12016,685501761,19,5
12017,666682749,9,11
12018,862389060,15,12
12019,849962611,22,1
12020,521647755,35,12
12021,882073732,25,12
12022,763638915,40,11
12023,898465635,4,2
12024,512394672,25,6
12025,184589018,22,1
12026,551274988,25,12
12027,389133535,11,6
12028,474769053,12,6
12029,523147939,23,12
12030,245253516,28,6
12031,13787200,21,1
12032,52542005,5,2
12033,870663521,27,2
12034,530376485,26,2
12035,276935687,32,10
12036,253881353,37,10
12037,376369186,13,2
12038,92125475,2,6
12039,141315735,20,3
12040,533331266,11,7
12041,776045334,5,1
12042,434120600,18,8
12043,382329829,28,4
12044,758969275,11,5
12045,868585561,12,5
12046,121007270,38,6
12047,934842516,5,1
12048,982527122,19,1
12049,918265025,30,10
12050,59741361,9,8
12051,410898550,31,5
12052,95500256,39,1
12053,918208016,17,9
12054,756796263,34,9
12055,325750019,6,7
12056,389504159,19,2
12057,286052115,21,5
12058,911242798,26,12
12059,741468293,37,9
12060,382606499,29,3
12061,791121202,33,12
12062,111194324,16,3
12063,911965215,20,2
12064,887754642,19,8
12065,433749191,9,3
12066,606845500,1,10
12067,597175190,43,10
12068,703198568,10,10
12069,670999297,13,5
12070,498295593,3,3
12071,937678961,27,8
12072,463347259,4,2
12073,663736811,21,8
12074,410841490,23,7
12075,741034493,11,12
12076,570451132,26,9
12077,237712985,24,11
12078,563212636,7,3
12079,61204170,2,1
12080,712548419,37,3
12081,739674317,40,1
12082,798392739,31,11
12083,109613504,44,5
12084,404040095,6,5
12085,2847807,19,8
12086,876611462,9,5
12087,459163761,9,1
12088,778458476,31,10
12089,763460792,9,3
12090,577861133,37,8
12091,16600173,35,1
12092,725165473,16,12
12093,68167144,2,5
12094,799524268,44,4
12095,801324289,3,11
12096,796674546,34,3
12097,306229163,40,2
12098,326139349,4,5
12099,157952257,27,10
12100,788870978,33,9
12101,97730339,27,5
12102,331191788,11,4
12103,859942878,1,11
12104,990316377,35,8
12105,693009907,19,12
12106,386194256,9,12
12107,663934424,1,9
12108,243423400,16,8
12109,650895927,1,11
12110,592933642,3,12
12111,905298055,24,8
12112,252040437,44,3
12113,933231840,33,8
12114,930097768,32,12
12115,680807113,10,7
12116,637791194,1,11
12117,390851572,11,5
12118,540440268,25,5
12119,985295799,19,7
12120,900254928,9,3
12121,149328297,18,6
12122,725482527,14,7
12123,205106493,42,11
12124,25850375,8,4
12125,588514772,17,5
12126,14315190,22,4
12127,918308494,4,1
12128,746225886,29,7
12129,335205156,11,10
12130,574588894,2,5
12131,20372883,41,5
12132,316052404,18,6
12133,332667755,44,6
12134,890088911,16,12
12135,725365639,18,5
12136,785032229,17,9
12137,951583650,9,5
12138,75301750,33,11
12139,742377911,34,3
12140,957409653,5,1
12141,35189926,35,2
12142,109232066,18,6
12143,322422287,26,10
12144,875775943,23,9
12145,793344930,22,9
12146,427651104,6,11
12147,212970259,38,5
12148,627220991,16,4
12149,601592156,1,7
12150,257249358,19,8
12151,85611396,3,1
12152,399328694,6,9
12153,18158065,38,12
12154,126991605,31,9
12155,236862271,28,3
12156,739101334,27,9
12157,651310243,22,11
12158,309901543,28,3
12159,45854943,44,7
12160,456524060,9,4
12161,92828639,39,2
12162,940716185,30,9
12163,269575361,8,5
12164,421664603,24,2
12165,227686939,13,4
12166,263590589,25,11
12167,919542740,16,11
12168,126593330,42,4
12169,82730069,32,11
12170,282004870,32,4
12171,951362517,7,5
12172,526405713,21,6
12173,67671509,40,2
12174,927908159,34,2
12175,773108568,27,7
12176,501263508,22,9
12177,167807493,3,10
12178,37908414,7,5
12179,930106597,43,12
12180,204909137,15,2
12181,373240208,24,12
12182,207691093,25,10
12183,614789810,33,8
12184,728285275,5,4
12185,992550150,22,11
12186,55580438,29,11
12187,746697044,22,5
12188,360677681,12,3
12189,332446828,27,9
12190,417845403,4,5
12191,736549169,22,10
12192,378657952,43,9
12193,983846652,18,7
12194,972966419,16,12
12195,86171307,41,5
12196,692402683,20,8
12197,666740596,38,3
12198,323316480,3,9
12199,677791397,19,10
12200,912120975,7,6
12201,524460301,3,1
12202,332005616,5,1
12203,956943529,30,12
12204,619539295,40,11
12205,169773254,41,1
12206,448400029,9,2
12207,605012292,33,11
12208,933618,19,5
12209,246415937,16,6
12210,325593500,19,5
12211,543617502,3,11
12212,334069016,11,8
12213,647736290,28,4
12214,533877254,30,10
12215,990067030,15,8
12216,96292450,1,5
12217,314572872,8,4
12218,173711318,26,9
12219,794678339,28,3
12220,921616551,12,7
12221,430581413,19,4
12222,12331778,5,3
12223,920431899,35,10
12224,789315269,41,3
12225,344478881,29,11
12226,458237154,37,4
12227,695986532,33,9
12228,769795634,31,1
12229,436172114,35,2
12230,437546183,35,1
12231,902587346,2,11
12232,872901447,8,9
12233,724517527,9,9
12234,365773734,15,7
12235,390857029,32,11
12236,638710346,36,7
12237,713719004,1,9
12238,176557859,39,8
12239,892337820,9,8
12240,910251851,22,1
12241,248079937,14,10
12242,264872785,20,12
12243,677998291,3,8
12244,283219054,25,7
12245,542913738,31,10
12246,960030309,17,11
12247,670638140,35,9
12248,824854860,37,12
12249,598087492,18,11
12250,417123374,30,5
12251,41083151,38,6
12252,599623113,9,10
12253,279811995,25,6
12254,350950015,9,10
12255,220680070,10,4
12256,738573193,14,1
12257,503952747,22,1
12258,149845351,24,9
12259,538822954,3,5
12260,642818569,38,4
12261,520533166,23,4
12262,26603649,19,9
12263,103875220,9,4
12264,72488431,27,6
12265,327930852,40,9
12266,545073443,21,12
12267,459191454,13,3
12268,117587410,13,5
12269,202970084,2,8
12270,779311434,40,12
12271,388427518,31,3
12272,956647854,12,3
12273,581090268,25,10
12274,936166390,9,7
12275,224026540,4,4
12276,766085683,2,3
12277,892751640,15,10
12278,578080722,44,7
12279,975990469,12,4
12280,111631162,9,4
12281,680367945,33,2
12282,974604060,41,2
12283,99761170,22,2
12284,567368683,34,5
12285,357618797,11,4
12286,801878344,20,9
12287,115050979,5,6
12288,676093192,10,9
12289,991250684,21,7
12290,487439687,1,9
12291,494395573,25,11
12292,853214261,7,1
12293,468883274,43,11
12294,845127338,15,9
12295,51682150,34,12
12296,389526588,34,5
12297,539660218,22,1
12298,592913905,40,12
12299,942166645,6,7
12300,917962006,2,5
12301,644929051,11,4
12302,166607793,5,7
12303,462837484,10,3
12304,809953273,15,2
12305,202838501,16,9
12306,142410538,18,12
12307,233025040,27,5
12308,27157590,14,6
12309,446292045,13,10
12310,911128447,42,2
12311,616759130,12,11
12312,267747796,37,4
12313,104508134,26,8
12314,41997536,5,2
12315,601553385,38,4
12316,515105382,11,11
12317,166983003,41,9
12318,285559528,38,1
