id,VeiculoID,DataID,HorarioID,OrigemID,DestinoID,VagasDisponibilizadas,Distancia
6342,10458,4162,239,36849,38707,3,16.34
6343,30155,418,556,45958,33839,4,11.37
6344,29582,579,1159,6401,23836,4,8.57
6345,2481,3906,534,3010,28824,2,18.76
6346,20344,4348,1054,3600,16119,4,0.46
6347,29925,4724,486,13742,25755,3,10.23
6348,38611,3910,216,27541,14290,3,1.85
6349,2749,4197,1236,37489,10689,3,5.71
6350,16006,635,561,34921,8653,3,3.01
6351,18658,2582,534,13181,32598,2,6.24
6352,5162,1321,735,28157,49948,3,2.62
6353,21777,3370,167,26281,21685,4,2.86
6354,10591,5682,769,10876,34349,3,8.11
6355,35952,4944,1386,45434,15687,4,4.45
6356,40148,31,326,27388,15042,4,12.32
6357,11127,4261,1239,2210,31191,3,11.23
6358,21831,1052,79,1285,48190,2,15.15
6359,12710,3847,790,32799,12465,2,5.22
6360,2576,3601,330,19887,43812,2,9.34
6361,47258,2679,579,23691,39550,2,5.58
6362,1977,1079,484,4191,16984,3,1.88
6363,34189,3990,343,42132,17702,2,8.65
6364,44591,4757,1121,30987,17644,3,6.21
6365,10886,3405,965,11721,37516,3,6.62
6366,3074,4788,1117,4634,43892,2,12.84
6367,792,271,118,30443,36689,4,4.42
6368,14868,388,1136,8631,30500,4,11.81
6369,32736,2816,603,17350,48769,4,4.64
6370,40784,5579,1016,26347,49662,3,6.46
6371,31366,4612,118,19102,46143,4,7.34
6372,9704,2164,50,23079,4536,2,17.4
6373,47963,4751,15,1230,36575,4,18.73
6374,1613,276,154,25517,49849,4,10.97
6375,44003,2706,861,25094,41048,3,4.09
6376,34373,261,986,46939,26000,4,11.56
6377,2873,1745,513,27659,42658,2,11.2
6378,29745,3782,144,37700,24399,3,7.63
6379,31887,254,800,40442,30657,3,7.88
6380,31283,5112,16,46514,22173,4,9.45
6381,25277,4467,1303,4747,22015,3,1.45
6382,35303,2788,1333,13312,43643,3,4.68
6383,7084,5530,1014,21905,44860,2,7.87
6384,9303,3834,1058,19706,45409,4,21.53
6385,41610,5445,724,37675,39277,4,6.33
6386,44161,4964,681,12690,764,2,7.97
6387,33677,4215,545,18405,42810,2,8.53
6388,36536,2945,561,7874,27457,4,10.45
6389,36973,1627,637,19340,44098,2,3.76
6390,24466,4594,1058,11878,18240,2,0.52
6391,16135,3051,376,2938,25523,3,3.33
6392,49955,1021,714,47925,19951,4,5.92
6393,404,1173,675,5051,18728,3,7.76
6394,30822,2192,1155,3361,32906,4,6.06
6395,12902,3046,1196,31847,31222,3,9.22
6396,31139,3528,547,34388,46952,3,3.27
6397,17575,2074,940,27332,42902,2,1.92
6398,24348,3552,733,35563,32293,4,3.76
6399,23619,2075,1078,41959,36854,4,9.45
6400,2271,5605,1438,45708,4834,2,13.52
6401,38429,3289,1274,41633,18447,3,2.62
6402,20213,5434,1213,33123,18802,3,5.52
6403,8117,992,1215,19566,45371,4,7.41
6404,35599,4610,185,34070,30505,4,3.81
6405,25632,3649,952,18552,20429,3,2.41
6406,22152,1022,268,15839,30451,2,3.68
6407,15827,3255,1411,16664,8859,2,13.38
6408,37962,2586,866,31497,14399,3,12.53
6409,49162,5698,946,32774,6905,4,8.51
6410,33901,1525,1112,45742,5107,3,13.13
6411,48544,952,1085,48933,4810,3,9.81
6412,26943,5073,349,38733,27743,4,11.47
6413,13032,4769,241,16231,41153,4,1.44
6414,30826,2675,712,41838,12483,4,8.83
6415,36657,670,294,492,1527,3,4.77
6416,25005,5519,1284,16442,27004,2,1.92
6417,29982,3605,861,48615,3891,3,11.85
6418,18463,2309,431,46197,29603,3,8.31
6419,45376,4573,143,42184,17624,2,5.06
6420,4870,1194,1137,4108,23885,4,6.06
6421,26570,352,767,16102,5306,2,7.32
6422,14817,20,27,34104,26036,2,3.21
6423,12745,496,630,26341,10909,4,11.65
6424,12370,1537,117,30514,17535,3,3.91
6425,25701,5085,1179,46545,12428,2,11.7
6426,36136,1111,425,39655,19460,4,7.0
6427,45563,1829,587,1984,21615,2,2.23
6428,18886,5317,267,44586,25128,2,15.94
6429,12428,1297,727,36355,46485,2,2.33
6430,24565,416,198,26995,20325,3,3.64
6431,4244,3641,185,29954,41702,2,4.34
6432,35324,2165,1221,38294,48351,2,5.86
6433,31106,5417,852,1033,39469,4,1.5
6434,24542,5087,115,24224,2538,3,6.62
6435,1013,2099,781,17712,41449,4,3.16
6436,49484,1138,504,37601,49059,2,3.81
6437,5658,4490,723,30665,36453,4,9.19
6438,40463,3984,478,3719,16875,4,0.8
6439,23876,4345,585,42725,47540,2,6.35
6440,35561,1648,277,35402,36449,3,2.41
6441,33758,4148,884,49590,49703,4,5.61
6442,14910,4465,1024,12613,20526,2,14.61
6443,23247,2916,725,18580,35253,4,2.6
6444,42669,834,171,19062,43395,2,4.46
6445,12035,2396,1286,319,16947,2,6.47
6446,7312,4045,743,31508,23459,3,3.7
6447,46627,4190,626,40964,39888,4,14.58
6448,30489,1485,1124,17050,30836,4,14.6
6449,20030,4514,321,42061,42200,4,4.64
6450,18452,975,1299,36531,18095,3,7.12
6451,21230,5506,1325,7942,37277,4,9.14
6452,32797,2608,631,31360,9376,3,2.31
6453,3386,3598,513,37035,47023,2,5.56
6454,19458,3437,196,820,47469,2,10.81
6455,8965,1732,23,37689,22627,2,3.32
6456,17136,1991,739,11548,27559,4,6.64
6457,13788,3843,696,2995,1074,2,4.07
6458,48031,545,553,44204,7270,3,9.11
6459,37994,4270,888,8109,17792,3,6.96
6460,3268,3620,324,45296,16042,4,8.14
6461,16238,2869,1111,18834,45331,2,6.74
6462,998,5039,1155,460,22365,4,7.8
6463,6463,953,513,19447,37287,4,6.69
6464,12273,4549,1268,47681,22637,3,2.35
6465,8716,4852,1136,33033,22549,3,1.21
6466,40587,3500,242,30762,46232,3,4.52
6467,1350,1250,1006,45868,34718,3,7.85
6468,44563,3656,766,30976,31704,2,6.47
6469,25331,1702,292,23111,4136,3,1.32
6470,12624,4645,1224,9834,23175,4,5.26
6471,44566,3893,836,40026,17937,2,12.69
6472,2725,2761,513,43448,970,3,11.34
6473,18022,757,1050,49166,4572,2,13.36
6474,42407,2591,601,29203,28531,3,9.49
6475,28802,3989,868,38236,13803,4,6.28
6476,32778,5685,1268,34842,48461,3,5.81
6477,38396,220,751,28548,23498,3,6.37
6478,37210,1475,123,36217,48282,3,10.38
6479,23217,8,1298,29291,12393,3,2.23
6480,22783,5383,203,25399,10420,2,7.17
6481,591,5464,39,36303,8001,3,4.81
6482,724,3175,1371,49211,19720,3,8.37
6483,13525,4746,444,43554,29031,2,2.91
6484,48189,4266,249,16052,15631,3,19.29
6485,43067,2910,1146,45743,35620,3,8.54
6486,36432,4186,903,133,49371,3,14.19
6487,44849,24,584,41673,22368,3,6.6
6488,29119,4268,885,4314,29952,3,7.27
6489,9231,866,554,38649,45498,2,13.69
6490,4322,2162,611,13028,43117,2,5.26
6491,24668,2574,542,47701,49281,4,0.59
6492,5721,4575,147,40167,8542,3,5.9
6493,43104,5423,654,47633,3164,2,6.69
6494,22886,5296,1341,21946,48614,4,9.19
6495,49967,3235,571,47941,5252,4,2.99
6496,40402,345,787,37160,43843,4,8.11
6497,47331,2678,1297,21034,44461,3,11.59
6498,39728,4762,1428,18073,33951,2,6.41
6499,5384,5309,964,9630,37741,3,13.16
6500,33800,2090,56,22855,15659,2,3.23
6501,48386,4623,1013,26724,6215,2,6.1
6502,33845,2706,774,41584,29106,4,1.93
6503,135,1412,1380,9634,41961,2,0.92
6504,2433,3285,292,14052,8652,2,3.33
6505,49882,3869,456,15743,14664,2,4.2
6506,43853,603,774,17557,37671,2,11.94
6507,24495,5633,1260,34675,14046,2,12.08
6508,30081,1923,407,6006,44468,4,9.63
6509,1058,803,180,16837,42683,2,2.44
6510,2387,4075,1304,1964,24147,2,9.09
6511,33516,380,368,22715,43762,3,11.73
6512,45302,2056,683,32466,19085,3,3.25
6513,1188,2363,677,17763,15613,3,21.11
6514,22877,1601,375,19716,12250,3,17.43
6515,5898,5041,196,47051,36494,2,17.07
6516,19198,1375,820,3624,30563,4,11.42
6517,17237,4347,1222,16056,10405,3,11.28
6518,12129,3424,496,3620,24071,3,13.88
6519,18518,2225,1410,5085,17443,4,4.07
6520,23077,5174,1177,23062,17443,4,7.26
6521,40214,2068,265,21995,31758,2,8.76
6522,42415,992,103,20924,3811,3,7.7
6523,38430,3275,1064,38536,37988,2,4.98
6524,27809,2127,567,23241,29607,3,5.22
6525,8969,5262,1415,39146,15398,4,3.85
6526,2938,1953,163,4043,34587,4,4.72
6527,3648,2762,294,22707,8497,2,8.5
6528,46797,2912,36,34690,49246,3,5.87
6529,22657,2947,1405,26696,17541,3,12.61
6530,28781,4059,380,4105,28397,2,10.48
6531,40607,4527,1435,5641,47676,2,0.55
6532,2085,3208,1303,44211,6718,2,9.98
6533,10438,921,885,29637,12260,2,1.6
6534,24619,2454,88,30840,44651,2,14.83
6535,16520,387,22,1995,25399,2,12.36
6536,20291,3331,393,39539,41669,3,3.85
6537,47986,28,92,35124,33314,2,9.2
6538,46568,798,248,48428,13768,4,9.34
6539,26895,1522,805,41451,25618,2,6.0
6540,26940,609,1248,9553,46648,2,10.95
6541,48976,3892,903,27340,14481,3,16.21
6542,11047,5522,259,48200,48806,4,6.09
6543,21857,1521,873,36702,19255,4,3.42
6544,34886,88,268,4878,43897,2,3.83
6545,13808,1998,1164,40493,41371,4,3.63
6546,18600,1822,1005,45083,35736,2,8.4
6547,1574,1390,1118,26492,29607,2,5.87
6548,20747,2771,379,5960,25104,3,5.4
6549,2990,204,134,14343,38006,3,5.58
6550,3932,5597,1345,5184,34843,2,7.82
6551,41365,2007,465,22748,8395,2,9.16
6552,20425,1934,516,9193,8653,3,8.81
6553,47630,3150,1337,16953,4181,2,12.16
6554,3187,1552,1264,24306,11859,3,9.69
6555,42226,4366,804,33247,38721,3,6.34
6556,25737,3323,295,15951,5672,3,6.74
6557,728,5548,298,9150,40141,2,4.76
6558,17540,4568,448,35727,30927,3,10.33
6559,40959,5451,1231,29654,10502,4,8.01
6560,18834,3890,1039,8546,4698,3,15.27
6561,47453,839,250,20089,39023,3,8.69
6562,15090,5212,1270,20801,28910,2,6.36
6563,32605,4808,55,29457,3796,2,4.73
6564,13894,277,1315,2836,6802,3,7.44
6565,12226,4204,221,21447,48653,4,10.39
6566,4685,5675,802,47193,3852,2,9.73
6567,14059,1720,1267,15915,24212,2,4.97
6568,9693,5308,515,49956,16293,2,4.02
6569,20357,3479,607,15321,8108,2,9.99
6570,28655,3090,1087,33348,42345,3,0.98
6571,37084,2320,1180,1944,14644,2,1.65
6572,19446,1287,1089,9906,41285,3,7.13
6573,30121,2583,1301,45552,16300,4,11.68
6574,37223,3470,1205,38681,46246,4,8.74
6575,39123,1829,388,25242,35545,3,3.37
6576,4683,1584,24,49624,26904,4,12.49
6577,19853,5483,1215,3402,30663,2,4.08
6578,43765,2,94,23793,41339,2,23.56
6579,38476,2092,357,15693,15818,3,10.57
6580,22058,2657,300,32639,8763,4,2.18
6581,18812,537,379,1318,30386,2,1.86
6582,10377,5594,1259,9665,13753,2,6.02
6583,49468,330,728,43437,8673,4,1.74
6584,9987,4127,23,39996,2562,2,3.13
6585,26602,3765,1372,42922,7232,2,2.81
6586,40764,2925,395,40677,49680,4,5.16
6587,21301,4559,383,12654,41985,2,7.03
6588,9511,3167,1133,43712,972,2,8.53
6589,35729,402,322,23267,46223,2,5.97
6590,45575,3558,1167,37370,25471,4,4.62
6591,44037,4152,1054,25759,3056,3,8.07
6592,34894,4646,1199,15455,37970,2,9.37
6593,33907,496,1156,17586,589,2,13.24
6594,41646,4879,468,35507,36455,4,4.98
6595,33194,1696,106,12268,48766,2,3.26
6596,4641,123,1036,47469,33052,3,9.23
6597,41974,36,52,45502,46296,3,7.26
6598,268,3260,269,22600,29010,4,7.19
6599,9209,2275,763,33363,4138,4,9.06
6600,21382,2129,375,32766,40204,4,9.08
6601,44529,2471,389,36051,9361,4,11.36
6602,35437,1444,794,20722,45089,4,4.9
6603,16748,1303,1199,35497,8658,3,6.13
6604,11906,4073,280,17114,38824,4,9.74
6605,34681,366,704,18790,23787,3,16.03
6606,24482,3501,783,23578,7044,4,11.04
6607,6278,4319,602,41693,35142,3,1.38
6608,39538,751,1273,41637,43980,3,5.72
6609,35340,1430,1306,49172,46284,4,5.65
6610,28024,2175,682,42665,43363,4,2.5
6611,28101,1518,1381,46801,34015,2,4.1
6612,3778,2946,484,13012,45647,4,1.22
6613,5389,1727,21,11054,23389,2,12.0
6614,20870,1389,669,26599,46037,4,13.37
6615,3910,4103,812,44093,21249,2,5.18
6616,47590,1095,1178,31939,21815,3,12.44
6617,15092,5218,1133,46252,47775,3,2.33
6618,21263,3607,457,38714,12680,3,21.13
6619,35558,358,635,38055,3699,4,2.88
6620,19217,2689,1153,43863,37067,2,6.73
6621,25947,1855,1358,2405,34660,3,5.92
6622,15878,4068,405,42062,17725,3,8.6
6623,24817,1629,541,14515,24794,4,10.06
6624,40445,148,271,20078,48477,4,8.28
6625,3833,3304,708,32232,42412,3,6.65
6626,12674,2329,197,37967,39910,2,8.38
6627,13472,3645,201,42734,2536,3,9.43
6628,47177,2563,514,8890,7129,3,0.83
6629,17851,2238,479,7180,42293,4,6.34
6630,31712,5294,1132,40313,41134,3,11.21
6631,22480,2314,989,14054,22261,3,7.56
6632,22479,4602,1142,22764,5196,2,6.53
6633,19245,5524,323,12961,12277,4,5.23
6634,44003,1693,1282,38280,41073,4,2.28
6635,48219,2479,362,40350,25645,4,10.25
6636,44909,1755,36,49896,19130,3,14.51
6637,7382,427,1016,340,14014,2,3.99
6638,35508,352,1130,20057,32360,4,10.73
6639,36617,1410,950,28191,7245,2,5.69
6640,25346,861,844,46825,18435,4,3.14
6641,35462,3217,1092,41345,43713,4,9.87
6642,28952,1237,80,22841,18897,3,15.11
6643,19671,2544,1121,19866,23269,2,2.76
6644,6158,1477,700,12802,29393,4,3.47
6645,32533,3660,893,20665,5781,4,3.12
6646,33875,3019,322,45416,25132,3,6.43
6647,14456,2836,911,39573,42111,3,10.15
6648,49910,2692,644,30331,30600,4,8.05
6649,27583,38,276,20332,20219,4,8.66
6650,35276,3078,192,29205,40659,2,0.89
6651,32894,3456,684,2595,16791,2,10.16
6652,5955,5504,522,48014,24647,2,18.22
6653,32198,3179,557,38899,9944,4,3.69
6654,35348,5487,330,18767,3121,2,4.43
6655,4619,2664,517,46724,4338,3,7.51
6656,40252,2938,1413,6455,41981,2,12.3
6657,18672,5286,215,6659,48772,2,3.91
6658,43430,3187,1,10680,29977,3,6.63
6659,31622,462,731,18776,37405,3,0.61
6660,29869,2155,1101,36013,45688,2,12.45
6661,46860,5220,1145,20003,30348,3,11.39
6662,24243,2516,607,2732,47521,2,9.07
6663,27873,5035,55,48278,31723,2,8.67
6664,29837,2114,1389,21600,33866,2,12.38
6665,12310,4897,640,28746,36570,3,13.1
6666,33402,2759,1155,17220,47069,2,10.51
6667,41415,2269,1318,14050,32773,3,4.03
6668,20819,5414,296,29262,3908,3,9.86
6669,12731,295,32,34383,29487,3,8.49
6670,28759,5230,1438,12858,40526,2,5.18
6671,5852,4540,58,31873,31724,4,9.96
6672,6108,2807,950,8036,32157,3,11.09
6673,5909,4123,294,34165,14163,2,9.48
6674,43187,807,1119,45684,48844,2,7.43
6675,32693,3686,89,36410,46116,4,9.56
6676,21354,338,805,41104,18773,3,10.53
6677,2513,258,564,36807,38479,4,9.69
6678,48927,655,1039,29911,7819,2,7.96
6679,5842,577,145,42779,36327,3,13.46
6680,10167,3175,641,35075,3094,4,8.51
6681,40691,5069,1286,21229,39108,3,8.07
6682,13395,1930,933,2182,48066,3,5.06
6683,31016,307,505,27519,22763,3,4.12
6684,26926,1168,528,17446,12533,4,3.4
6685,17099,1553,219,36160,13921,3,12.98
6686,9273,3900,400,4792,1319,4,11.36
6687,40952,1567,658,36485,34193,2,12.26
6688,25462,1775,602,3203,35484,3,16.49
6689,27207,4414,828,33127,5117,3,0.39
6690,47807,3231,1388,1518,27316,3,13.46
6691,3237,74,946,27098,33819,4,7.9
6692,49751,5287,817,20274,23946,3,3.72
6693,11942,5253,191,11564,35955,2,8.43
6694,41742,1729,72,12255,44646,4,1.25
6695,32374,3614,863,47122,26876,3,5.53
6696,17318,3476,96,38407,6162,4,2.7
6697,7537,654,1290,35826,11468,3,1.1
6698,25035,5134,1419,19534,25249,2,9.17
6699,38068,2564,690,36744,47268,3,2.14
6700,30324,4422,487,42006,41864,4,7.91
6701,23490,386,1106,43573,22063,3,5.39
6702,42603,5239,467,10464,29417,2,7.76
6703,31107,1254,1258,43572,37193,2,11.84
6704,20138,3612,1352,31340,48643,4,6.83
6705,17974,1931,1116,31889,21035,4,13.31
6706,24286,2003,956,7946,34401,4,10.61
6707,30381,5305,980,6390,13701,2,3.46
6708,42031,4698,388,17314,26733,4,12.27
6709,29085,573,213,28127,35623,4,9.84
6710,11352,2144,692,40859,31391,3,4.38
6711,40393,4466,613,47908,29111,3,6.75
6712,41533,2022,910,14738,11883,4,5.49
6713,25909,5227,1347,40000,41129,3,3.98
6714,11483,2277,484,48648,38974,2,7.47
6715,6364,5065,457,17087,216,3,2.59
6716,5749,1884,1064,38437,30057,4,5.69
6717,27122,4380,147,11927,22158,4,3.62
6718,7588,3735,1239,5476,35232,4,4.48
6719,14533,4006,207,46011,2595,3,11.46
6720,31609,3635,994,23580,12672,4,8.86
6721,44550,2717,1275,13778,19532,2,3.38
6722,6016,4841,1294,3576,13116,3,0.09
6723,10021,1041,98,36594,44480,2,7.41
6724,42275,3860,365,15108,32305,4,9.28
6725,30590,5652,245,42693,11477,3,5.69
6726,16928,249,1001,11226,6000,3,6.77
6727,19101,5290,1129,8286,15322,2,11.78
6728,45352,4886,1196,13727,44568,4,12.35
6729,25616,5558,687,43877,41047,2,0.37
6730,29190,4748,542,18106,27687,4,12.25
6731,47255,5321,820,14788,20939,4,11.43
6732,31414,5594,1226,41295,28242,2,8.12
6733,38455,5104,757,8032,5214,2,6.2
6734,24148,5013,1237,27432,44848,3,7.26
6735,30754,5308,1159,26023,14591,3,2.28
6736,2892,1791,1056,3564,13676,2,5.92
6737,21870,5596,937,42903,12403,3,2.27
6738,25648,2890,1141,49058,9130,2,11.86
6739,37414,1082,244,8490,35420,3,2.29
6740,10117,4149,643,33369,9414,4,5.26
6741,8528,5157,76,13715,28663,2,5.84
6742,23597,2507,407,432,20820,2,11.75
6743,620,3531,130,18341,34274,2,3.06
6744,28331,312,45,47742,24781,2,7.16
6745,27512,337,1100,3569,46387,4,4.97
6746,4129,571,716,671,31715,3,19.41
6747,25078,606,666,41145,13762,2,7.44
6748,1312,892,849,49605,13159,4,9.83
6749,9088,1652,911,500,26968,4,11.44
6750,3491,4343,1152,7373,31294,2,8.26
6751,49331,3556,1040,9444,17630,4,3.39
6752,37074,1381,869,7445,27441,3,1.11
6753,19845,4576,574,41641,16385,3,1.4
6754,33490,937,153,19211,14844,2,7.76
6755,42975,2117,279,8546,17577,3,7.67
6756,24376,4479,12,7698,29436,2,9.51
6757,46001,4483,593,33900,46759,3,1.58
6758,6159,4593,940,10340,46148,4,12.69
6759,1845,1146,924,26527,16238,4,12.16
6760,36516,4352,1150,43844,34037,3,11.02
6761,3621,1616,688,26449,3030,2,9.83
6762,24409,4254,338,26187,1921,4,8.33
6763,17731,1631,549,7748,21345,4,2.43
6764,32371,2020,681,44074,8180,4,5.49
6765,29942,2608,1347,18478,30223,2,4.78
6766,47763,2394,880,45107,42687,4,6.21
6767,32739,745,780,32495,21791,3,5.74
6768,13156,4822,1120,49494,4660,3,13.96
6769,48376,4830,878,16102,8125,2,8.26
6770,29581,283,994,49217,22363,4,9.01
6771,24706,5545,1054,22861,7602,4,8.21
6772,17657,3910,515,4418,23505,2,3.08
6773,29014,3406,790,44145,16687,3,7.41
6774,43095,483,818,24393,38412,3,5.43
6775,3783,5456,1422,42803,44540,2,4.79
6776,25649,5027,962,14245,49758,2,11.6
6777,30220,4638,615,36077,22454,2,9.64
6778,18948,5316,671,12633,48595,3,4.55
6779,45292,4189,1035,30603,26016,3,10.09
6780,34495,5095,887,47459,19254,2,13.38
6781,35601,478,956,9481,2223,3,11.38
6782,39359,2095,583,30075,45205,3,5.33
6783,36872,5193,308,11908,38870,4,8.67
6784,48079,5622,342,49844,48061,2,13.17
6785,34401,2393,1112,29608,8025,2,9.99
6786,16672,854,918,3243,38676,4,8.16
6787,3506,1670,312,22381,31654,3,5.82
6788,41603,3847,111,43951,19239,2,12.34
6789,37638,179,1263,4131,29293,2,13.26
6790,14674,2510,1223,46741,34402,2,10.57
6791,10825,5516,341,46790,33766,4,2.46
6792,46360,5252,1228,21773,34299,3,8.67
6793,36386,127,993,33047,24539,3,17.02
6794,4549,2320,1295,19867,21404,3,13.56
6795,31483,4716,1103,33081,36737,3,10.26
6796,30086,5628,1100,27590,9300,2,6.37
6797,38205,1885,1200,6131,30584,3,3.39
6798,29676,5606,945,45296,28514,4,10.71
6799,27986,3209,901,1203,28408,3,12.84
6800,41779,3335,583,3226,44349,4,2.36
6801,8839,2720,647,2495,47444,3,13.12
6802,43510,1237,131,32544,10349,3,5.65
6803,26564,1450,1337,9520,6477,2,5.76
6804,46231,4318,1314,29827,13743,3,6.99
6805,34906,947,69,6445,1154,2,9.16
6806,10113,1194,42,30693,5155,4,11.88
6807,48672,2974,823,2261,19855,2,7.95
6808,37865,3053,839,15260,8369,4,7.19
6809,12117,4902,196,48945,25285,2,3.47
6810,22556,3857,864,22987,38630,4,12.08
6811,32774,2392,850,1978,8670,3,16.61
6812,39009,4201,294,21372,36153,4,10.33
6813,24160,5415,913,19643,14590,2,10.47
6814,29704,3524,283,19613,48896,2,4.51
6815,948,2075,853,14819,1223,2,9.46
6816,3300,4588,1339,45318,10047,2,5.23
6817,16085,1972,226,35492,6313,2,10.09
6818,35278,304,247,31497,19968,4,9.73
6819,43920,4020,150,10410,12015,3,15.5
6820,29064,2033,598,33723,7291,3,2.21
6821,49257,1550,340,12634,43910,2,11.81
6822,10495,1552,1093,15381,47155,4,15.63
6823,29067,978,1037,44683,43951,4,5.32
6824,37441,4616,167,28797,24357,4,15.14
6825,8339,777,967,37064,16148,4,17.47
6826,1134,4750,1229,45376,40252,3,2.92
6827,29000,3722,100,31681,27675,2,16.03
6828,8463,4628,805,39509,23752,3,16.9
6829,32675,1121,305,49209,14803,2,8.18
6830,44168,1520,1036,23989,896,2,5.61
6831,30747,4541,575,48868,25373,3,8.76
6832,5772,4294,522,33173,33993,3,2.43
6833,25606,994,1031,16794,41103,4,5.23
6834,43686,4167,1412,48882,27989,4,7.54
6835,33714,24,951,38191,38587,4,8.57
6836,5251,4861,1267,31651,36532,2,5.42
6837,20636,2660,514,43996,42125,3,4.65
6838,37255,5655,309,33133,26106,2,8.75
6839,7657,1028,778,9468,12104,2,2.11
6840,21650,3494,563,38409,29597,4,6.68
6841,4000,1732,299,22008,37754,4,0.68
6842,7746,1850,1181,885,24117,3,2.12
6843,49820,1989,1200,392,28639,4,4.23
6844,42567,5476,622,32483,39284,3,7.69
6845,13140,3608,1339,31057,42498,4,2.75
6846,13442,1755,800,45303,13954,4,8.18
6847,9832,1886,164,36348,35128,3,7.2
6848,36837,4415,569,32513,1756,4,9.27
6849,25407,4878,714,40214,8167,4,5.15
6850,34079,4397,9,6827,19322,3,5.16
6851,42341,1841,1031,4218,18878,4,0.57
6852,44277,2428,1109,30821,33935,3,3.88
6853,27721,1519,1254,20001,20844,3,15.52
6854,15868,4256,1179,21151,12945,4,7.62
6855,3836,3714,695,29217,33978,3,5.96
6856,24372,1843,1151,18153,717,4,7.99
6857,21407,939,350,40838,6686,2,9.15
6858,31873,3515,1116,43406,49151,4,2.01
6859,32068,1956,961,42033,32640,4,9.55
6860,7475,2495,1059,18200,46838,2,9.3
6861,23910,4355,886,46569,10418,3,4.81
6862,40276,1868,684,15114,3189,2,7.11
6863,37689,2668,1430,3272,44820,4,3.09
6864,40001,4697,60,20045,9564,2,13.97
6865,28575,4598,377,33590,11481,3,9.1
6866,3338,2974,1097,38915,2242,3,1.51
6867,25407,3006,144,11394,27354,3,6.68
6868,24613,2142,98,24845,21229,4,4.31
6869,38974,5222,247,47123,24721,4,7.46
6870,24358,2208,812,49474,7604,2,8.78
6871,26674,4254,822,782,47413,2,11.5
6872,42244,794,1052,49929,28927,4,5.67
6873,6528,3900,187,29530,45501,4,3.93
6874,1821,199,238,34596,2032,2,9.7
6875,41193,5036,1010,12949,18622,4,6.63
6876,32388,210,264,9868,14820,2,6.59
6877,25423,1866,471,32963,16008,3,2.58
6878,44194,1586,792,8627,44320,4,15.87
6879,38275,4918,973,6550,28408,3,13.3
6880,6769,3439,760,9358,32713,4,9.1
6881,23680,4234,1073,12584,43324,2,5.54
6882,42818,3121,739,13182,39447,2,3.04
6883,1468,4824,617,15721,32660,3,14.98
6884,43682,345,45,11671,13394,4,5.42
6885,35012,5131,1032,41514,39890,3,0.61
6886,27366,2807,771,33198,44795,3,2.48
6887,25578,546,554,45218,31176,4,12.84
6888,46552,2796,555,2288,49125,3,14.77
6889,19024,3557,1427,9061,21360,3,5.72
6890,10045,4063,946,13035,18296,3,2.88
6891,36753,2850,277,1205,20001,2,8.09
6892,21410,1104,816,41733,34905,3,4.6
6893,38081,1001,329,7242,31934,2,0.11
6894,6081,350,945,6511,28100,3,8.77
6895,41582,2539,981,30498,19474,3,3.81
6896,9416,3827,759,47145,28054,4,12.12
6897,26155,4506,523,49653,18196,2,7.85
6898,31803,1937,93,41153,25460,2,3.73
6899,14257,2070,869,40016,22749,4,5.64
6900,37292,1879,472,5238,33605,4,8.99
6901,5440,1624,552,6243,14567,2,10.73
6902,48955,3385,556,37808,6702,3,14.43
6903,12642,3509,889,26617,43741,2,7.68
6904,10330,1055,444,36317,48689,4,8.5
6905,35378,1921,1428,29939,49609,2,7.99
6906,49976,457,982,25437,31203,2,3.15
6907,498,3016,68,21748,7674,2,15.94
6908,20415,7,324,6234,26635,4,14.21
6909,30871,5382,255,27393,11082,4,7.26
6910,34336,3484,916,17992,35478,2,5.7
6911,11333,1482,438,33438,46074,2,12.18
6912,42203,1364,1196,1657,47112,2,8.27
6913,30075,4893,242,15854,7630,2,9.62
6914,35279,3756,129,47338,49499,2,3.42
6915,14152,2116,1212,4723,45234,3,6.95
6916,7614,4150,1265,16714,26151,2,4.15
6917,11556,5601,347,9961,14754,3,6.7
6918,19438,2508,1388,13747,25260,2,9.26
6919,10277,3721,1253,14101,12259,3,4.32
6920,15986,1005,932,13502,3430,4,0.45
6921,23811,2307,97,36989,3808,2,13.73
6922,33979,567,248,28322,42635,3,2.7
6923,969,4110,404,7097,36539,4,8.25
6924,6341,1178,252,1545,5495,4,9.73
6925,49794,4736,1042,22936,36189,3,9.32
6926,30073,3056,1356,5406,48215,4,4.4
6927,10075,3835,1039,21797,39240,4,9.97
6928,42924,3120,856,1110,44258,4,6.64
6929,9274,5439,282,26436,42206,3,11.39
6930,6481,1416,340,38408,8735,4,2.5
6931,33706,2071,1436,32074,7704,2,6.1
6932,34057,1251,1088,19412,8839,3,10.56
6933,6188,169,53,31341,15841,4,5.31
6934,46909,1958,677,15032,15629,3,8.95
6935,18172,3973,158,48272,36171,4,11.52
6936,19628,3809,577,40607,14947,3,7.52
6937,36338,1987,1256,11996,42120,2,6.74
6938,26824,5643,582,27609,24048,3,12.17
6939,35907,1797,844,39424,43048,2,12.96
6940,26670,2335,1350,35008,29728,4,8.44
6941,14990,2947,938,23558,1457,4,4.79
6942,247,2755,1065,11324,33032,2,4.34
6943,10388,3097,240,34086,33179,2,7.89
6944,27548,655,1314,19437,17781,2,6.48
6945,7242,4380,1310,37402,33733,4,20.85
